Source,Target,Jumlah Interaksi
ruangbacoot,subschfess,1.0
ruanggalau_id,ayy_only,1.0
ruanggalau_id,ivanlanin,1.0
ruanggalau_id,makbakul___,1.0
runa237,zipyysev,1.0
runa237,priceslezz,1.0
runa237,littledam1e,1.0
rumyaddict,paniijjekhyuk,1.0
lalastudyy,schfess,1.0
rumanizz,subschfess,1.0
rudihrdsh,skillacademy_id,1.0
rubyredvelvet,chocyuhyun,1.0
rubyjanesoloist,hwandoux,1.0
rubbymarkie,preciousjh17,1.0
rubbyeyes,lilchioomaker,1.0
rubbyeyes,im__renaa,1.0
ruangtatausaha,ruanghalu__,1.0
ruangguyu_,melysantoso_,1.0
ruanggalau_id,mayanabila_,1.0
skyzeusily,sfserig0m,1.0
slaintte,gigiundip,1.0
slasherkids,horribietakes,1.0
syafiranurainun,lovybel,1.0
syafiranurainun,schcampus,1.0
syafiranurainun,pxercys,1.0
syafiranurainun,podcastbelajar,1.0
syafiranurainun,pjsboba,1.0
syafiranurainun,mynameistaniaa,1.0
syafiranurainun,moonareas,1.0
syafiranurainun,madubenkyou,1.0
syafiranurainun,kejapey,1.0
syafiranurainun,collegefs,1.0
syafiranurainun,jekekk98,1.0
syafiranurainun,jejosephh,1.0
syafiranurainun,j7ungs,1.0
syafiranurainun,fentisarah1,1.0
syafiranurainun,echanensiti22,1.0
syafiranurainun,ecanbobo,1.0
syafiranurainun,drunkerthink,1.0
syafiranurainun,srzlsha,1.0
syafiranurainun,ssefnum,1.0
syafiranurainun,studacca,1.0
syafiranurainun,studysabb,1.0
taebearys,kbpenyintas,1.0
taebearys,enhypen_members,1.0
taaannntann,itzaixovvy,1.0
t1l9t81,1r481n,1.0
syounli,treasuremembers,1.0
syounli,choiharu00,1.0
syifugh,hyposesy,1.0
sygarpl,sbmptnfess,1.0
syawalyani,subschfess,1.0
syajeongjh,ambisfs,1.0
syahrianhaekal,sabdaps,1.0
syahirasuh,harut0uwu,1.0
syaha_syaha,schfess,1.0
syafiranurainun,yonmvv,1.0
syafiranurainun,terngehee,1.0
syafiranurainun,convomf,1.0
syafiranurainun,callme_asyaaaaa,1.0
taebyyu,ambisfs,1.0
sushienaktauu,subschfess,1.0
svia_dlta,jeongwo0xharut0,1.0
svgrbbyy,paniijjekhyuk,1.0
suunnly,melamotokioo,1.0
susujeruk1,sbmptnfess,1.0
sushitrashf,ohmyyunki,1.0
sushipeaches,paniijjekhyuk,1.0
sushiespa,jenotaco,1.0
suryyuda,rrdmhr,1.0
syafiranurainun,anatomeez,1.0
suprmh00p,jaemcityx,1.0
supergirllz,schfess,1.0
supercuriouss,schfess,1.0
sunssieee,xuxijodoh,1.0
sunshineunoo,treasuremembers,1.0
sunshinepily,crispyfairy,1.0
sunshineiny0u,prcstrlght_,1.0
svtnvernonie,ambisfs,1.0
swannblush_,ambisfs,1.0
sweetberrly,schfess,1.0
sweetbrownice,sabdaps,1.0
syafiranurainun,ambisfs,1.0
syafiranurainun,ambis_ugmm,1.0
swwhun,fakirotak,1.0
swwhun,delightfulight,1.0
swidays7,harvkyvsvk,1.0
swidays7,alfyund,1.0
sweetzjunhui,schfess,1.0
sweetydoughnut,sbmptnfess,1.0
sweetybunny14,priceslezz,1.0
sweettaroo,sbmptnfess,1.0
sweetsparkleszs,wjd2npark_,1.0
sweetsparkleszs,paniijjekhyuk,1.0
sweetsparkleszs,jeongwo0xharut0,1.0
sweetruru5,rut0w0rld_,1.0
sweetiessom,dokyurii,1.0
taebearys,noctekv,1.0
taeexyz,canwehvebutter,1.0
sllpwhleatt,ambisfs,1.0
tetsuuuuuw,schfess,1.0
teumexsone,shrkiddo17,1.0
teumekim00,gongjunoona,1.0
teumecans,hmdjky,1.0
teumebl77371853,hmdjky,1.0
teumathyung,treasurekhteume,1.0
teuloveabl,usenopeee,1.0
teulejeoxteume,mnetkr,1.0
tetsuuuuuw,mekyungsui,1.0
tenriyyy_,schfess,1.0
tetsuuuuuw,bapakdomba,1.0
tetesown,schfess,1.0
tetehcarat,parkleerha2,1.0
tetehcarat,kiwuwoos,1.0
tetehcarat,daviddskm,1.0
tesatesatesaa,schfess,1.0
tersahisahi,yedamsmate,1.0
teunamiii__,prodyoshikyu,1.0
teunicid131,chandyew,1.0
teuraf__,rut0w0rld_,1.0
teuskiess,junkyua18,1.0
thesunwillbeam,sbmptnfess,1.0
therebahan,schfess,1.0
therebahan,petervangils7g1,1.0
therealiwa1,ambisfs,1.0
theqids,schfess,1.0
theodore_rjndr,schfess,1.0
the_bluessky,bertanyarl,1.0
the2nd_kira,sabdaps,1.0
thatsruffbuddy,sbmptnfess,1.0
thathautami,wtanbharuto,1.0
thasiathai,lilihoonie,1.0
thaiteah_,ambisfs,1.0
thaichans,plummywrld,1.0
thaechan99,yedammle,1.0
teuterre,iadorenajaemin,1.0
tercinteh_,ambisfs,1.0
tenntattoo,paniijjekhyuk,1.0
taeexyz,dreamnforward,1.0
takata_macio,parkjwoooo,1.0
taquiteo,toubeyii,1.0
taniki2627,subschfess,1.0
taniki2627,ambisfs,1.0
tanfullsun,subschfess,1.0
tanannnoctavia,namaewanaori,1.0
tamanjiunn,kjkyuz,1.0
takatashilla,myprciousuncuk,1.0
tagovailoa_,adhipramonooo,1.0
tengkyuneks,jennstudy,1.0
taeyongkece,jenolilact,1.0
taewzrd,lyuvjigguk,1.0
taeoxhyun,purpleskies0421,1.0
taenxsour,sfserig0m,1.0
taemybby,kebongean,1.0
taeexyz,sukedelai,1.0
taeexyz,moothyea,1.0
tatahhaha,subschfess,1.0
tataplangit,mondaylis_,1.0
taureqn,convomf,1.0
tayaaleka,ffairyan56,1.0
temennyawinwin,subschfess,1.0
temennyawinwin,ambisfs,1.0
temennyauncuk,bulgos7chill,1.0
tembemv,ssefnum,1.0
telorcepiog,txtuhy,1.0
telkomsel,ounakirara,1.0
teletubii,subschfess,1.0
tel0renak,subschfess,1.0
teccasdsmp,ffoodfess,1.0
tebaksiapayo,risoljamur,1.0
teafunnygeez,schfess,1.0
tchthesky,subschfess,1.0
tchthesky,ambisfs,1.0
tayeolpark,schfess,1.0
tayaaleka,markonargh,1.0
sunscentsp,zenius_oliv,1.0
sunooluvvyy,jjngwonist,1.0
sunnysunnyhunny,sipasipasiapa,1.0
sshapiera,brown_suugaar,1.0
sstrnice,sbmptnfess,1.0
sstrnice,rifaa_fitria,1.0
sss_aeri,subschfess,1.0
sss_aeri,schfess,1.0
ssophrosynee,sbmptnfess,1.0
ssophrosynee,gapyearfess,1.0
ssophrosynee,acciostoreofc,1.0
ssh_treasure,treasuremembers,1.0
sparklingbub,schfess,1.0
ssearrahh,bertanyarl,1.0
sscarletsk,pudusmollie,1.0
ssahyaa,azaleyyaa,1.0
sriwijaya_bsnjo,schfess,1.0
squisholic_,schfess,1.0
sptzkyh,bertanyarl,1.0
sprkledoy,treasuremembers,1.0
sstudyaddict,schfess,1.0
sszvize,ambiss17,1.0
sszvize,strawberychocoo,1.0
stabesson,schfess,1.0
stilltryingplss,divvla1,1.0
stillaliveye,bertanyarl,1.0
sthiranosaurus,yarsahikun,1.0
stfux13,subschfess,1.0
stazzmon,mencobarajinn,1.0
stayrmg,siscakolh,1.0
starsshineee,schfess,1.0
starryhff,pipidobby,1.0
starlight_ok,subschfess,1.0
starinrail,schfess,1.0
starfdust,schcampus,1.0
stardustzr,convomfs,1.0
stard0bbyes,imanusman,1.0
starbebeu,novlinjesa,1.0
stantreasure_id,hmdjky,1.0
speakplease_co,smkfess,1.0
spajabole,subschfess,1.0
sunnysunnxxv,nisshal3,1.0
smootiess,raraakunambis,1.0
soleilenjune,shiningfullsun,1.0
solehabknsolime,schfess,1.0
sofciety,terrciduk,1.0
sntyche,numdeysix,1.0
snoopyshihooo,hmdjky,1.0
snodwhite,lvreinn,1.0
sn00pymtcha,schfess,1.0
smileveryydayy,nyawmiazks_,1.0
spagetigoreng,utbkfess,1.0
smiiepuppy,bertanyarl,1.0
slythryoongs,schfess,1.0
slythryoongs,ambisfs,1.0
slytherxie,utbkfess,1.0
slvirsa,maujadiorkay,1.0
sltupid,convomfs,1.0
sls_tari,imanusman,1.0
solitedu,ambisfs,1.0
solowkey9,ambisfs,1.0
sombhonkamat,seapeachys,1.0
somethingsw33tt,sbmptnfess,1.0
spagetigoreng,convomfs,1.0
spagetigoreng,cehuniee,1.0
spacdust,schfess,1.0
sourcerries,polkacoma,1.0
soulindef,misellia_,1.0
sotoooayammm,ayamtaru,1.0
sorrelsoup__,thereseclaire_,1.0
sorrelsoup__,sabdaps,1.0
soontobegamada,subschfess,1.0
sooeun,harudtwo,1.0
soodam_husband,schfess,1.0
sonyaahehe,its_bayb,1.0
sonpyoshin,rut0w0rld_,1.0
sondesyip,sapirbluu,1.0
somyix,subschfess,1.0
stilltryingplss,forambis,1.0
stinkyburgers,vanyazzahra,1.0
stinkyiss,subschfess,1.0
suckcietyy,sbmptnfess,1.0
sukkieschingu,7chillboo,1.0
sukajasemuanya,eternalmashkies,1.0
sukacanduu,greencha__,1.0
sukaasseblak,bungadipojokan,1.0
suhwalilfairy,hmdjky,1.0
sugasecretary,schfess,1.0
sugarroar,keiilahaha,1.0
suckcietyy,nectarwalk,1.0
stlalaa_,haohiksrott,1.0
suckcietyy,bertanyarl,1.0
subeeobin,4thgenitboyjun,1.0
stwufdy,studyfess,1.0
stvdyca,stufffzx,1.0
stupid_medstud,schfess,1.0
studyyeay,schfess,1.0
studywystar,dreamerstudyy,1.0
suksesmulu,ambisfs,1.0
sukwooz,babysahiwoo,1.0
sukwooz,prythalizee,1.0
sumimase_,iamuti_,1.0
sunnymoondaay,schfess,1.0
sunny_sideup_rv,ambisfs,1.0
sunndaylight,rakyatasgard,1.0
sunmolor,ddumbiie,1.0
sunleaky,sabdaps,1.0
sunkissed9_,subschfess,1.0
sunkissed9_,gapyearfess,1.0
sunkissed9_,ambisfs,1.0
sungjinwoosdog,mouchiiato,1.0
sungjiie,rut0w0rld_,1.0
sunaflower,ambisfs,1.0
sun_andreaz,sbmptnfess,1.0
sun6flower_s,convomf,1.0
summershinys,iiaamwho,1.0
sumimase_,pjweomma,1.0
studywithsa,subschfess,1.0
studywithna,peachymochaa,1.0
studywithna,kapeyeet,1.0
studyasfuck,schfess,1.0
studstudiee,schfess,1.0
studstudiee,fatiaaqila,1.0
studiiy,sbmptnfess,1.0
studiesrn,cherambiss,1.0
studiehart,sbmptnfess,1.0
studiberries,schfess,1.0
studaccanggi,schfess,1.0
strowberrye,subschfess,1.0
strowberrye,ambisfs,1.0
strngrlumax_,ambisfs,1.0
strippyn,schfess,1.0
strawbeu_,paniijjekhyuk,1.0
strawberrieszi,rallieechu,1.0
strawbeeried,sbmptnfess,1.0
strawbeeried,jeeejeeejee,1.0
studyalss,cupcakesljn,1.0
studyayle,schfess,1.0
studywithna,flrayysss,1.0
studyayle,summearry,1.0
studywithlaa,harugurlz,1.0
studywithcika,urmatchaw,1.0
studywith_ari,ordeenarygurll,1.0
studynowproud,selpiaap,1.0
studynamitee,hooneyeol,1.0
studyiren,sdoodioo,1.0
studyima,ambizwithucup,1.0
studygabs,kyn4bil,1.0
studyfaaaa,imamazingrn,1.0
studyeuph,hotmaanparis,1.0
studyearlier,schfess,1.0
studyearlier,maulana_1224,1.0
studyearlier,ambisfs,1.0
studydies,rheanjunn,1.0
studybudddy,studysyx,1.0
lalavvender,ambisfs,1.0
kimikimikokobop,xwttie,1.0
lalaselaluada,ambisfs,1.0
cipastuds,soonkissad,1.0
clascsic,ambisfs,1.0
clarvrisa,subschfess,1.0
ckckcfr,schfess,1.0
cjreamy,lalaloveyy__,1.0
citacitatercpai,taeexyz,1.0
cisbergerwitheg,blandinaegw,1.0
cipuyh,sungchxn,1.0
ciolemoon,parkjwoooo,1.0
ciggaftermeal,anggurmaroon,1.0
ciociloq,sahinini,1.0
cingkiya,schfess,1.0
cindynoona,rynlie_,1.0
cinambis,subschfess,1.0
cimycatha,utbkfess,1.0
cimycatha,preciousjh17,1.0
cimollyn,ambisfs,1.0
classimoon,geulisgurl,1.0
claudeloey,subschfess,1.0
cleolearn,subschfess,1.0
cleoptc,ambisfs,1.0
cntburrslf,subschfess,1.0
cntburrslf,schfess,1.0
cntburrslf,ambisfs,1.0
clumsyoe,koaqlaa,1.0
clownhater0,subschfess,1.0
clouxxyong,004pjw,1.0
cloudyjen00,chendellion,1.0
cloudycious,cutieswolfie,1.0
cloudissie,schfess,1.0
cloudishlly,caastudyy,1.0
cloud1xd,jonelis__,1.0
clorophhyl,subschfess,1.0
cleyopatttra,subschfess,1.0
cleyopatttra,schfess,1.0
clevereonjwin,subschfess,1.0
cilcungukya,lunaliovegood,1.0
ciaooo000,englishfess_,1.0
cocoarruto,dobbieesom,1.0
chickenjune25,bbuyognani1,1.0
choiharu00,honeyypark1,1.0
choiharu00,_wirahadilase,1.0
chocoruwoo_,o4ysuk,1.0
chocopink__,ambisfs,1.0
chocholategurl_,ambisfs,1.0
chillsaetbyeori,wtanbharuto,1.0
chillsaetbyeori,ci_opy,1.0
chiayouu,panggilajazul,1.0
ci1_ysz,paniijjekhyuk,1.0
chewmist,schfess,1.0
chewboca_,subschfess,1.0
chewboca_,ambisfs,1.0
chennie_p,schfess,1.0
chemphysicsuck,subschfess,1.0
chemissu,sbmptnfess,1.0
chemiseutry,schfess,1.0
choiharu00,kim_bangjeon,1.0
choiharu00,rutopdf,1.0
choiharu00,sjhcoow,1.0
choiharu00,uwuu_97,1.0
chyunsuk99_,iiasahii,1.0
chymmynie,schfess,1.0
chtime__,ambisfs,1.0
chshiitravis,rut0w0rld_,1.0
chshiitravis,imanusman,1.0
chsdtr,mm00nl19ht,1.0
chsdoy,amusetweetie,1.0
chrssss_,zenius_oliv,1.0
choxco,schfess,1.0
choppharo_,sbmptnfess,1.0
cholhyun5uk,woobies5,1.0
choisisi,watanabedoyoung,1.0
choipinkkk,iharuhoonyou,1.0
choihyun_trsr,subschfess,1.0
choihynzk,paniijjekhyuk,1.0
coaceiia,pemudalusi,1.0
coelenterataa,schfess,1.0
chelsstudy,schfess,1.0
cruciaetus,rhaawwrr,1.0
cruciaetus,yoonjeyi,1.0
cruciaetus,untitleld,1.0
cruciaetus,swooryx,1.0
cruciaetus,sunfl0ries,1.0
cruciaetus,summerrrrbreeze,1.0
cruciaetus,studysyx,1.0
cruciaetus,smkfess,1.0
cruciaetus,ptnhunter22,1.0
cruciaetus,goodliaarr,1.0
cruciaetus,mrsdalnimm,1.0
cruciaetus,menumis,1.0
cruciaetus,manusiakeren999,1.0
cruciaetus,loffwoo,1.0
cruciaetus,letmesaw,1.0
cruciaetus,l0v3stostudy,1.0
cruciaetus,juinwon,1.0
cruciaetus,yuhuviadisini,1.0
cruelfive,ambisfs,1.0
crustaceaee,sbmptnfess,1.0
crustashy,imanusman,1.0
cutieb00n,subschfess,1.0
cutieasahii,kimriana21,1.0
cupu53,ambisfs,1.0
cumatigaribu,flappoh,1.0
culameetan,schfess,1.0
cucumberlandz_,ambisfs,1.0
cucudokja,andalasfess,1.0
ctiedoy,watharutoo,1.0
ctiedoy,treasuremfess,1.0
ctiedoy,treasuremenfess,1.0
crystaliese,schfess,1.0
crystalies_,schfess,1.0
crystalbing5,ambisfs,1.0
crynindenyt,ooreki_,1.0
cruuciio,sbmptnfess,1.0
cruciaetus,gwenthingsskrrt,1.0
cruciaetus,flurrycchoco,1.0
coffeesince75,ambisfs,1.0
coralynne9,bertanyarl,1.0
cowmoowy,schfess,1.0
cottoncandie__,misellia_,1.0
cottoncandie__,kyucsuk,1.0
cottoncandie__,imanusman,1.0
cosmiciattte,ambisfs,1.0
cordeliaspicy,lovlyxmg,1.0
corbwynbesson,schfess,1.0
coralandsummer_,desieeci,1.0
cruciaetus,esstroberi,1.0
comeandxoxo,cowtoonn,1.0
colourofskyyyyy,sbmptnfess,1.0
collerubs,dofkpark,1.0
coklatcreamyyy,schfess,1.0
cokelataro,notge0n,1.0
cokelataro,clorophhyl,1.0
cokeforharu,_kyuoala_,1.0
crackegg2,ukuuu4,1.0
crackyclouds,subschfess,1.0
craetaceus,kogassi,1.0
creamiesthetic,prythalizee,1.0
cruciaetus,dkwzi,1.0
cruciaetus,convomf,1.0
cruciaetus,cancallmejessie,1.0
cruciaetus,avoucadoei,1.0
cruciaetus,appaloompah,1.0
cruciaetus,anaisbenana,1.0
cruciaetus,ambisfs,1.0
crmlcrushh,sbmptnfess,1.0
crlstudy,ambisstudd,1.0
crit_effect,_pixlsugr,1.0
crispyfairy,sunshinepily,1.0
crescenthoon,xxxikkko,1.0
creepersteve13,saikaawa,1.0
creamylatte1485,ambisfs,1.0
creamycinz,hajimaaaaaaah,1.0
chemicalphobyc,sbmptnfess,1.0
cheezyyblue,ambisfs,1.0
cutiesukkie,hyunsukchill07,1.0
bungatidurrr,bertanyarl,1.0
bxxxyedam,hasahihasahi,1.0
bxtersy,riz_nero,1.0
burlywoodie,ocxtober,1.0
burgerdesu,tataplangit,1.0
burgerdesu,hsahikunn,1.0
buosinis,forskyblue_,1.0
buosinis,ay0ambis,1.0
bungaaftr,sabdaps,1.0
bulgos7chill,imanusman,1.0
bumisyam25,ruanggalau_id,1.0
bumbushashaa,sunceaura,1.0
bulolnyajaeminn,misellia_,1.0
bulolac,paniijjekhyuk,1.0
bulolac,_yedamgenjreng,1.0
bulgos7chill,loxelyashi,1.0
bulgos7chill,liaaaaa36676612,1.0
bybysahi,brykyu,1.0
byeohlogee_,utbkfess,1.0
byluvraa,hmdjky,1.0
byunpov,alverailee,1.0
byunpov,starrjee,1.0
byunpov,scaryxxna,1.0
byunpov,sbmptnfess,1.0
byunpov,reginastnteh,1.0
byunpov,maublajar,1.0
byunpov,lyoura04,1.0
byunpov,luccretia,1.0
byunpov,kiciwsaurus,1.0
byunpov,imgoingsollolo,1.0
byunpov,hiyifa,1.0
byunpov,gummst,1.0
byunpov,cwangtip33,1.0
byunpov,bucincimolll,1.0
byunpov,billstudyy,1.0
byunpov,aurellovee,1.0
bulgos7chill,jaehyuklovebot,1.0
bulantokk,ohmychs,1.0
byunpov,vminenths,1.0
brainacademyid,milkyyshi,1.0
bruninnic,idmellix,1.0
brrr0110,yeyyzwiee,1.0
brownsugarb0ba,schfess,1.0
browniefluffy,sbmptnfess,1.0
brntbewnnr1,subschfess,1.0
brntbewnnr1,ambisfs,1.0
brido_p,skinthought,1.0
boutjinan,reginallegra,1.0
bukanjinqorin,schfess,1.0
boutjinan,itscammila,1.0
boutfairy,dygnit,1.0
bosriyan,andrigunardiii,1.0
bosbuluu,thingaboutsa,1.0
bosbuluu,schfess,1.0
bosbuluu,04yonder,1.0
bornsioved,convomf,1.0
btcshsopps,subschfess,1.0
bub_elle,gapyearfess,1.0
bubblegum26_,schfess,1.0
bubblegum26_,sswooftiecake,1.0
bukan_siapa2moo,azaleyyaa,1.0
budorabekasi,emilmarioo,1.0
budimanyuman,simulasiku_id,1.0
budikur87744640,schfess,1.0
bucintreasureee,zlwawdya,1.0
bucinsungjin_,schfess,1.0
bucinnjmn,_shimmeringstar,1.0
bucinhyukjae,gilang_zulfikar,1.0
bucinhiu123,paniijjekhyuk,1.0
bucingranger,nadaquarious,1.0
bucincimolll,anak___gembala,1.0
buciinbelajar,liaambis_xx,1.0
buc1njunkyu,subschfess,1.0
buburbayiracer,akueflin,1.0
bubleteah,aulion,1.0
byunpov,sweettaeev,1.0
byunpov,voriiel,1.0
chawmomile,yeonbwin,1.0
cestmoiadenn,kejuricheeze,1.0
chaerlctte,subschfess,1.0
chachaatdy,urmarklee99,1.0
ch5pjhkjy,yoshikyuinlup,1.0
ch3lo_s_,pacarnyatawanv,1.0
ch0iso2118,rut0w0rld_,1.0
cfcboks,subschfess,1.0
cewebaik_,utbkfess,1.0
ceritaann,hmdjky,1.0
cciwworr,schfess,1.0
ceoofgapapa,borntobeheroo,1.0
centivl,echaml__,1.0
centacea,dairysambatanku,1.0
cemangatyu,subschfess,1.0
celopatra9,paniijjekhyuk,1.0
celopatra9,captivaseung,1.0
cellacakes_,zeniusambis,1.0
chaeyoungu,jciia,1.0
chalkyrie,sbmptnfess,1.0
chamberdux,chocopienksun,1.0
chamberdux,gapyearfess,1.0
charmingdrac0,sbmptnfess,1.0
charies26,ambisfs,1.0
chaotichoes,drunkerthink,1.0
chanyeolgirlll,paniijjekhyuk,1.0
chanyeolgirlll,bngmstkw,1.0
chanlsty,solelytolove,1.0
chaniechaniee,nadsunoo,1.0
changnori0515,jeongwooxharuto,1.0
chandyew,wataapeach,1.0
chandyew,treasureunionid,1.0
chandyew,teunicid131,1.0
chandyew,kyuspearl,1.0
chandyew,bbbluelion,1.0
chandeluna,aulion,1.0
chamomi28365647,txtfromteume,1.0
ccknwia,toralanguru,1.0
cchoiddanny,treasurebabble,1.0
byunpov,wwirlddst,1.0
cal0npacarmuuu,convomf,1.0
camabaugm22,sabdaps,1.0
calonmaba111,whentheweather,1.0
callmeyanad,justjustinpark,1.0
callmettaaa,siifkkmk,1.0
callmeoty,taulusgerl,1.0
callmekelee,subschfess,1.0
calandratasyaaa,txtdarisch,1.0
cactusoi,schfess,1.0
ccermide,schfess,1.0
cactuls,elleriour,1.0
caastudyy,cloudishlly,1.0
caandyyliciouss,subschfess,1.0
caal_ey,jihoonaaa14,1.0
c_yb_n,emihrebuss,1.0
byyourside88,schfess,1.0
byunsofttea,doyrencute,1.0
camelocorn,theojjun,1.0
camillaallif,schfess,1.0
canduslowmotion,nashiayamgeprek,1.0
canisminorids,schfess,1.0
cccloudyjeon,subschfess,1.0
cavendishclark,hiyifa,1.0
catyow,utbkfess,1.0
catty2802,ayyo____,1.0
cattleyapulchra,anirumedelweiss,1.0
catsenja,smkfess,1.0
carolinexx1485,ambisfs,1.0
caroline_doh,ambisfs,1.0
carbonaraxixi,ambisfs,1.0
carangses,angjeay,1.0
carangses,ambisfs,1.0
capsloek,ambisfs,1.0
capekgksie,sunghoonpramuka,1.0
canwehvebutter,user0014297,1.0
canrelatte,utbkfess,1.0
cutiesbabys,schfess,1.0
cvpscake,convomf,1.0
boncabeteri,schfess,1.0
doyyiejen,milleeunje,1.0
dryskyy,baeksahicakes,1.0
drugity_,bertanyarl,1.0
drowneast,serotoniyn,1.0
drimzie,ryvjinswag,1.0
dreamnforward,sbmptnfess,1.0
dreamislie_,sbmptnfess,1.0
dreamindnight,soylutioon,1.0
doyoungkim_10,chitaglorya,1.0
dosiejogja,5pm53mins,1.0
doyoungie0408,treasuremembers,1.0
doyounala,hmdjky,1.0
doyoane,fulixlee,1.0
doyiieekim,schfess,1.0
doychanna,pcychnyeoll,1.0
doy_hee,schfess,1.0
downytigarasa,rintdou,1.0
dsriendang,ambisfs,1.0
dsweetpromises,schfess,1.0
duaperdua,nesruneos,1.0
duckvies,convomf,1.0
e_markeu,schfess,1.0
dzuldarojah80,edukasystem,1.0
dyxchq,im_drummrrr,1.0
dxxchoi,takatashilla,1.0
dxbbivskim,dannypeachyy,1.0
dwkrnii,paniijjekhyuk,1.0
dwiarts,schfess,1.0
dwiarti22,jeromepolin,1.0
dwianjanihast,elisabetguwanto,1.0
dvdnat,rut0w0rld_,1.0
duyung64,ambisfs,1.0
duykuduy,schfess,1.0
dukunsanted,schfess,1.0
dueqlyy,aiursj1hoon,1.0
dudududuruddudu,sbmptnfess,1.0
douzeprince,paniijjekhyuk,1.0
dosamrabbit,junghwaniemoo,1.0
echanensiti22,sbmptnfess,1.0
diterimafkui,minewithmine,1.0
djx_dejuna,schfess,1.0
djunaxxy,mabngo,1.0
divlagibelajar,rarambis,1.0
divinadivertida,yoonjae_nunna,1.0
divinadivertida,treasure12gems,1.0
divinadivertida,kyualaaaaaa,1.0
diveinkyoto,schfess,1.0
ditakim_,sbmptnfess,1.0
doriaputrianny,netmediatama,1.0
distracsi,convomf,1.0
diritwit,moonwisherx_,1.0
direkturpusat,ci_opy,1.0
dipmintae,schfess,1.0
dipelvk,sbmptnfess,1.0
dinowin_,sabdaps,1.0
dini82661,bucincimolll,1.0
dkyung_0,ambisfs,1.0
dobbieesom,cocoarruto,1.0
dobbiesscyyy,parkjwoooo,1.0
dobbycious,paniijjekhyuk,1.0
doounnn_,schfess,1.0
dooty1016,schfess,1.0
doorit0s,aqlfrnlf,1.0
doodidaa,sabdaps,1.0
doobieduya,crescenthoon,1.0
doobieduya,babysince2001,1.0
donghyuckkie21,ambisfs,1.0
dokyurii,its_bayb,1.0
dofkpark,collerubs,1.0
dobbyyyluv,takatashilla,1.0
dobbyshaa,iksansmama,1.0
dobbyrin_,treasuremembers,1.0
dobbyismylove,lisaandara61,1.0
dobbydoze,chill7ae,1.0
dobbydance,subschfess,1.0
echan_dongsaeng,preciousjh17,1.0
echanensiti22,ttlindonesia,1.0
dinduuhh,ppeachislove,1.0
estehpanasding1,glossiebubs,1.0
eunsang_pikri,viraanih,1.0
eunheeberries,xkeyzia,1.0
eunheeberries,nytrika,1.0
eunhanya_,imanearthlings,1.0
etherealhc_,schfess,1.0
esyeee2,schfess,1.0
estehpanasding1,sbmptnfess,1.0
estaastudy,gapyearfess,1.0
ersya_lii,paniijjekhyuk,1.0
est_studacc,subschfess,1.0
essparagus,treasuremenfess,1.0
esslatte,hmdjky,1.0
esrijuly,subschfess,1.0
esrijuly,ambisfs,1.0
esridarna,ambisfs,1.0
eseivieijii,bittercaramelz,1.0
euphcrixq,subschfess,1.0
euvoria_,schfess,1.0
evaeevaee,subschfess,1.0
everyone_wooooo,dekapanfiksii,1.0
fahri55006287,ganjarpranowo,1.0
fadlisantoso4,zistuds,1.0
fadilajadeh_,mikeymantji,1.0
fadeleesss,audorebel,1.0
fadelabdh_,adhipramonooo,1.0
faazaaxx,schfess,1.0
ezlegy,tergcmas,1.0
eyruto,peachyunsukk,1.0
expelliarhmus,urmoira,1.0
exlion_a1,treasure_bllbrd,1.0
exactlyexact,obsidiaine,1.0
evimrsh_,lmansa3,1.0
eviloveryay,prythalizee,1.0
everywwon_woo,dekapanfiksii,1.0
everyonehatesjk,ambisfs,1.0
esbobataro,privateboba,1.0
ersakyu27,matchases,1.0
echonomically,schfess,1.0
egynuramal,irmakomala28,1.0
ekonomiui,subschfess,1.0
ekaltfinurazizh,cottonwools,1.0
ekacans__,schfess,1.0
eiydenist,adelaydens,1.0
eileithsia,schfess,1.0
ehapayabingung,subschfess,1.0
egynuramal,kyuchanvr,1.0
egynuramal,hmdjky,1.0
erikasalsabl,itsyogirlsjaoe,1.0
egynuramal,choiharu00,1.0
egkjlsinisp,schfess,1.0
eduteaa,future__medstud,1.0
econoona,yantoyamazaki,1.0
economixyz,subschfess,1.0
economixyz,schfess,1.0
eclatanthwan,jeongwo0xharut0,1.0
elaboarte,convomf,1.0
eleanor_park7,legendaryarrow1,1.0
elican_takata,orenjihoon_,1.0
elprofessorr_,sbmptnfess,1.0
ereszone,sbmptnfess,1.0
ereinora,ambisfs,1.0
equinoxeros,bertanyarl,1.0
eokiena,treasuremenfess,1.0
eodwio,mutualan18fess,1.0
enhypgen,ambisfs,1.0
enginestud,tryingmabestt,1.0
enengstudy,renvanzz,1.0
encypen,ayyuunn,1.0
emnggr,sbmptnfess,1.0
embunpagikinant,jeromepolin,1.0
emaknyaunyil,ambisfs,1.0
elysianbounds,schfess,1.0
elsaolalala,ambisfs,1.0
elrasr,pxercys,1.0
dinginluplup,jeromepolin,1.0
dindumps,dekapanfiksii,1.0
cynnjm13,hhaecahnlee,1.0
delapus11539704,subschfess,1.0
desi138_,moonllmht,1.0
desi138_,gapyearfess,1.0
desemberceriaaa,subschfess,1.0
dertaneora,jwooskyie,1.0
denjirr,ilcysm,1.0
demeichella,pipityezil,1.0
deluziee,xxnabilaaz,1.0
defrihzikra,padangmenfess,1.0
dearnana15,philohello,1.0
